budget,id,popularity,revenue,title,vote_average,vote_count,genre_ids,genre_names,btc_name,btc_id
63000000,818,8.786653,296655431,Austin Powers in Goldmember,5.9,997,35|80|878,Comedy|Crime|Science Fiction,Austin Powers Collection,1006
35000000,18357,7.007574,0,The Country Bears,4.3,20,12|35|10751,Adventure|Comedy|Family,,
40000,29047,2.6493,1434436,The Kid Stays in the Picture,7.3,19,99,Documentary,,
1900000,45861,0.653271,240093,Happy Times,6.4,9,18|35,Drama|Comedy,,
150000,39141,9.203416,2891288,Tadpole,5.5,19,35|18|10749,Comedy|Drama|Romance,,
0,33152,6.804386,0,Who Is Cletis Tout?,5.5,14,28|35|80,Action|Comedy|Crime,,
0,149445,1.345474,0,Harry and Walter Go To New York,6.6,4,80|35,Crime|Comedy,,
0,10309,1.262664,0,The Merchant of Four Seasons,7.2,20,18,Drama,,
0,6404,5.207465,0,Nosferatu the Vampyre,7.5,146,18|27,Drama|Horror,,
0,19133,7.524202,0,The Big Bus,6.1,24,28|35,Action|Comedy,,
0,43199,2.947023,0,The Eddy Duchin Story,6.1,8,18|10402|10749,Drama|Music|Romance,,
0,43915,0.531514,0,Fathom,7.1,7,28|35|18,Action|Comedy|Drama,,
0,24130,2.433339,0,In Like Flint,6.1,20,28|12|35,Action|Adventure|Comedy,Our Man Flint Collection,167456
0,43445,1.148749,0,La Terra Trema,7.8,21,18,Drama,,
0,36645,4.969116,0,Modesty Blaise,5.3,22,28|35|53,Action|Comedy|Thriller,The Modesty Blaise Collection,113635
0,5155,2.112961,0,Ossessione,7.0,35,80|18|10749,Crime|Drama|Romance,,
0,23728,11.714305,0,Our Man Flint,6.3,34,12|35|14|878,Adventure|Comedy|Fantasy|Science Fiction,Our Man Flint Collection,167456
0,3780,4.249501,0,Red Beard,8.1,64,18,Drama,,
0,10786,3.849626,0,Robin and Marian,6.6,51,28|12|18|10749,Action|Adventure|Drama|Romance,,
9000000,8764,5.971241,20458340,Top Secret!,7.0,241,35,Comedy,,
0,13908,4.659087,0,The Master of Disguise,3.7,79,35|10751,Comedy|Family,,
72000000,2675,11.211568,408247917,Signs,6.4,1624,18|53|878|9648,Drama|Thriller|Science Fiction|Mystery,,
0,12308,5.50323,0,The Last Kiss,6.5,84,35|18|10749,Comedy|Drama|Romance,,
38000000,9488,7.164131,119723358,Spy Kids 2: The Island of Lost Dreams,5.3,533,28|12|10751,Action|Adventure|Family,Spy Kids Collection,86486
8000000,9962,4.388338,16856124,The Good Girl,6.1,183,18|35|10749,Drama|Comedy|Romance,,
50000000,9573,5.852263,26199517,Blood Work,6.1,210,80|18|9648|53,Crime|Drama|Mystery|Thriller,,
70000000,7451,12.722381,277448382,xXx,5.8,1454,28|12|53,Action|Adventure|Thriller,xXx Collection,52785
0,2750,12.655728,0,24 Hour Party People,6.8,109,35|18,Comedy|Drama,,
0,30586,1.56449,0,Biggie and Tupac,6.3,27,99,Documentary,,
0,61112,0.671441,0,The Château,4.5,3,35,Comedy,,
0,92384,0.202829,0,Trois 2: Pandora's Box,2.5,4,18|53|10749|10769,Drama|Thriller|Romance|Foreign,,
0,43772,0.221421,0,Secret Ballot,5.7,3,35,Comedy,,
3000000,20337,0.527297,19184015,Martin Lawrence Live: Runteldat,5.0,1,35,Comedy,,
0,27062,1.023718,0,Lan Yu,6.6,5,18|10769|10749,Drama|Foreign|Romance,,
0,34070,2.42118,0,Songs from the Second Floor,7.0,61,18|35,Drama|Comedy,Living Trilogy,356437
0,6173,2.98332,0,Read My Lips,7.0,63,18|53|80|10749,Drama|Thriller|Crime|Romance,,
0,10305,3.596246,0,Merci pour le Chocolat,5.5,13,18|80|9648,Drama|Crime|Mystery,,
0,42337,3.873576,0,Beau Pere,7.0,14,18|10749,Drama|Romance,,
0,18694,0.68564,0,Change of Habit,6.2,10,18|10402|10749,Drama|Music|Romance,,
0,74578,0.502596,0,A Matter of Taste,5.8,5,18|10769,Drama|Foreign,,
0,10081,8.332485,0,The Principal,6.1,62,28|12|80|18,Action|Adventure|Crime|Drama,,
0,11484,6.680938,30000000,Rollerball,6.0,115,12|28|878,Adventure|Action|Science Fiction,,
100000000,11692,8.903754,7103973,The Adventures of Pluto Nash,4.4,143,28|35|878,Action|Comedy|Science Fiction,,
25000000,9266,6.455738,51842679,Blue Crush,5.6,164,12,Adventure,Blue Crush Collection,115839
0,3640,7.458993,0,Mostly Martha,6.6,28,10749|18|35,Romance|Drama|Comedy,,
50000,8653,3.882092,21075,The Isle,6.9,60,18|53,Drama|Thriller,,
25000000,30072,4.439325,10113733,Possession,6.5,54,18|9648|10749,Drama|Mystery|Romance,,
12000000,9357,10.753445,52223306,One Hour Photo,6.6,444,27|53,Horror|Thriller,,
29000000,12771,10.16841,16930185,Serving Sara,5.0,86,35|10749,Comedy|Romance,,
0,9296,5.759483,19576023,S1m0ne,5.5,266,35|18|878,Comedy|Drama|Science Fiction,,
20000000,15070,13.35278,12398628,Undisputed,6.1,141,28|12|18|53,Action|Adventure|Drama|Thriller,Undisputed Collection,117777
0,26942,1.294569,0,Amy's Orgasm,5.4,5,35|10749,Comedy|Romance,,
0,206042,0.885044,0,Children on Their Birthdays,7.0,1,35|10751|10749,Comedy|Family|Romance,,
0,26895,0.532229,0,Hush!,7.0,3,18|10769,Drama|Foreign,,
0,60608,1.811615,0,How I Killed My Father,6.3,3,18|10769,Drama|Foreign,,
0,146231,0.001178,0,Hybrid,0.0,0,,,,
0,97447,0.669752,0,Satin Rouge,5.0,1,10402|18,Music|Drama,,
0,11243,2.849672,0,The Care Bears Movie,5.4,31,12|14|16|35|878|10751,Adventure|Fantasy|Animation|Comedy|Science Fiction|Family,Care Bears Collection,363966
0,19975,2.508783,0,Care Bears Movie II: A New Generation,5.5,11,12|16|10751,Adventure|Animation|Family,Care Bears Collection,363966
15000000,10323,7.50381,41092328,Clash of the Titans,6.8,208,12|14|10751,Adventure|Fantasy|Family,,
26000000,9595,11.026793,181096164,Hot Shots!,6.4,588,28|35|10752,Action|Comedy|War,Hot Shots! Collection,52988
0,28319,3.185801,0,Nightmare City,5.4,30,27,Horror,,
0,46878,3.955633,0,The Swarm,5.4,50,28|18|27|878,Action|Drama|Horror|Science Fiction,,
0,24750,5.65127,0,Time After Time,6.8,89,12|18|35|878|53,Adventure|Drama|Comedy|Science Fiction|Thriller,,
0,31393,0.483134,0,The Unearthly,3.7,6,878|27,Science Fiction|Horror,,
0,24038,15.360682,2955917,976-EVIL,4.9,33,27,Horror,976-EVIL Collection,135501
8500000,79783,0.50525,250993,Camilla,4.9,6,12|18|35|10751,Adventure|Drama|Comedy|Family,,
14000000,9941,9.970485,62134225,Down and Out in Beverly Hills,5.9,67,35,Comedy,,
0,18639,1.62482,0,Flaming Star,6.1,20,28|18|10749|37,Action|Drama|Romance|Western,,
1000000,39833,1.157582,9000000,Love Me Tender,5.5,21,18|28|37|10402|10749,Drama|Action|Western|Music|Romance,,
0,32858,1.09212,0,The Return of the Vampire,6.0,6,27,Horror,,
0,3127,3.522296,0,The Revenge of Frankenstein,6.8,26,27|878,Horror|Science Fiction,Frankenstein (Hammer Series),123720
0,10859,8.376319,0,Stakeout,6.3,116,28|35|10749,Action|Comedy|Romance,Stakeout Collection,162028
0,32825,0.994694,0,Wild in the Country,6.8,6,18|10749,Drama|Romance,,
17000000,10725,2.522474,10626725,Wolfen,6.0,57,18|27,Drama|Horror,,
40000000,9544,5.160215,18902015,FearDotCom,3.2,106,27|53,Horror|Thriller,,
0,23967,2.245356,0,Slap Her... She's French,5.5,17,35,Comedy,,
0,57351,0.210241,0,Love and a Bullet,3.0,4,28|53,Action|Thriller,,
4800000,26165,1.059641,0,Mad Love,5.2,6,18|36|10749|10769,Drama|History|Romance|Foreign,,
0,31514,1.209032,0,À Nous la Liberté,7.4,16,35,Comedy,,
0,13571,1.514134,0,True Colors,6.5,15,18,Drama,,
0,26056,2.0769,70569,Snipes,7.5,2,18|53,Drama|Thriller,,
40000000,13536,3.903016,22433915,City By The Sea,5.7,92,80|18|9648,Crime|Drama|Mystery,,
8500000,20616,8.421411,34411240,Swimfan,5.0,71,18|53,Drama|Thriller,,
0,96218,0.0026,0,Heartbreak Hospital,0.0,0,35|10749,Comedy|Romance,,
0,79319,1.011264,0,The Incubus,5.5,13,27,Horror,,
0,16806,4.063135,0,Johnny Dangerously,6.3,67,28|35|53|80,Action|Comedy|Thriller|Crime,,
90000,15516,9.640939,0,The Last House on the Left,6.0,142,27|53,Horror|Thriller,,
0,9299,7.110912,2647055,Thesis,7.2,165,27|53,Horror|Thriller,,
0,113369,0.10064,0,The Pinochet Case,8.0,2,99|10769,Documentary|Foreign,,
12000000,10611,6.498789,75781642,Barbershop,6.2,139,35|18,Comedy|Drama,Barbershop Collection,176097
0,12770,7.272325,0,Stealing Harvard,4.4,46,28|35|18,Action|Comedy|Drama,,
21000000,4108,13.217421,43928932,The Transporter,6.6,1724,28|80|53,Action|Crime|Thriller,The Transporter Collection,9518
0,55903,0.159662,0,Betty Fisher and Other Stories,7.0,3,18|53|80|10769,Drama|Thriller|Crime|Foreign,,
0,46466,2.522402,0,The Children of the Century,6.6,8,18|10749,Drama|Romance,,
9000000,9685,5.536107,4777465,Igby Goes Down,6.5,95,35|18,Comedy|Drama,,
0,87481,0.214632,0,Quitting,7.2,5,18|10769,Drama|Foreign,,
0,16370,0.796778,8041049,Aspen Extreme,5.3,12,18,Drama,,
0,18913,7.772822,19740070,Betsy's Wedding,5.0,11,35,Comedy,,
24000000,14361,5.429614,22518097,Captain Ron,5.6,90,28|12|35|10751,Action|Adventure|Comedy|Family,,
0,41021,0.720269,0,The Devil Bat,5.7,20,80|27|9648,Crime|Horror|Mystery,,
0,18943,2.30623,0,Ernest Goes to Jail,5.1,33,35|10751,Comedy|Family,Ernest Collection,330555
0,32685,4.197955,0,Ernest Scared Stupid,5.9,49,27|35|10751,Horror|Comedy|Family,Ernest Collection,330555
0,64079,1.456925,0,The Gypsy Moths,5.9,9,10749|18|28,Romance|Drama|Action,,
700000,18477,3.09433,0,The Hills Have Eyes Part II,4.3,33,27,Horror,The Hills Have Eyes (Original) Collection,267922
230000,12262,4.788002,25000000,The Hills Have Eyes,6.1,145,27,Horror,The Hills Have Eyes (Original) Collection,267922
0,33506,2.406006,0,Indian Summer,6.8,16,35|18,Comedy|Drama,,
0,29515,1.392731,0,The Mack,7.2,20,18,Drama,,
0,41582,2.804503,16453258,Monkey Trouble,5.8,41,35|10751,Comedy|Family,,
0,50382,2.398954,0,Monster in the Closet,4.8,23,27,Horror,,
0,42633,0.7583,0,No Way to Treat a Lady,6.3,12,35|53,Comedy|Thriller,,
200000,26680,6.649791,0,Shock Waves,5.3,29,27,Horror,,
3000000,34086,2.428279,15369573,Spaced Invaders,4.8,27,35|10751|878,Comedy|Family|Science Fiction,,
0,11504,4.409121,0,Suburban Commando,4.6,45,28|35|10751|878,Action|Comedy|Family|Science Fiction,,
0,23470,2.556077,4916135,Surf Ninjas,4.4,31,28|12|35|10751,Action|Adventure|Comedy|Family,,
0,977,2.211623,0,Tabu,7.4,35,12|18|10749,Adventure|Drama|Romance,,
0,233,3.386374,23000000,The Wanderers,7.2,55,18,Drama,,
0,19049,2.123277,0,The Yearling,6.9,21,18|10751,Drama|Family,,
0,5506,12.509812,0,The Ladykillers,7.3,104,35|80,Comedy|Crime,,
0,32961,4.546546,0,The Lavender Hill Mob,7.3,60,35|80,Comedy|Crime,,
0,32568,3.579001,0,The Man in the White Suit,6.9,41,35|18,Comedy|Drama,,
0,29698,2.45982,0,Ratcatcher,7.5,36,18,Drama,,
0,22244,4.454846,0,Society,6.6,91,35|18|27,Comedy|Drama|Horror,,
0,19460,3.319598,0,Son of the Bride,7.3,37,35|18|10749,Comedy|Drama|Romance,,
0,575,7.881933,0,The Experiment,7.5,319,18|53,Drama|Thriller,,
70000000,10550,9.094558,19924033,Ballistic: Ecks vs. Sever,4.3,99,28|12|53,Action|Adventure|Thriller,,
10000000,9034,8.992438,0,The Banger Sisters,5.5,64,35|18,Comedy|Drama,,
35000000,9093,6.894153,29882645,The Four Feathers,6.5,164,10752|12|18|10749,War|Adventure|Drama|Romance,,
30000000,9039,5.781667,6916869,Trapped,5.8,140,28|80|18|53,Action|Crime|Drama|Thriller,,
8000000,1958,5.717082,0,8 Women,6.9,197,35|53|10402|80|9648,Comedy|Thriller|Music|Crime|Mystery,,
0,23550,3.83196,215339,His Secret Life,7.0,84,18,Drama,,
0,68569,0.685649,0,Invincible,6.5,11,18|10752,Drama|War,,
0,318535,0.006517,0,The Mesmerist,0.0,0,27,Horror,,
4000000,11013,10.936827,9304609,Secretary,6.8,378,35|18|10749,Comedy|Drama|Romance,,
15000000,129,41.048867,274925095,Spirited Away,8.3,3968,14|12|16|10751,Fantasy|Adventure|Animation|Family,,
0,54714,0.299669,0,The Trials of Henry Kissinger,6.3,7,99,Documentary,,
30000000,11529,8.587129,180622424,Sweet Home Alabama,6.1,408,35|10749,Comedy|Romance,,
0,10771,6.023213,0,The Tuxedo,5.3,494,53|28|35|878,Thriller|Action|Comedy|Science Fiction,,
0,38951,0.775503,0,Charly,7.6,6,35|18,Comedy|Drama,,
1800000,55018,0.405812,0,Crazy As Hell,5.0,4,27|53,Horror|Thriller,,
0,44635,1.739704,0,Just a Kiss,0.0,0,35|10749,Comedy|Romance,,
21000000,31005,14.074906,10011050,Moonlight Mile,6.4,54,10749|18,Romance|Drama,,
0,72308,0.009083,0,Shanghai Ghetto,0.0,0,99,Documentary,,
0,50123,0.914404,249204,Skins,6.0,1,28|18,Action|Drama,,
15300000,2110,12.426505,0,Wasabi,6.2,288,18|28|35,Drama|Action|Comedy,,
0,15173,1.734181,0,Jonah: A VeggieTales Movie,6.4,22,28|12|16|35|10751|14|10749,Action|Adventure|Animation|Comedy|Family|Fantasy|Romance,,
78000000,9533,2.968157,209196298,Red Dragon,6.7,1142,80|53|27,Crime|Thriller|Horror,The Hannibal Lecter Anthology,9743
0,38866,0.410523,0,Between Strangers,7.0,2,18,Drama,,
0,4107,7.757913,773228,Bloody Sunday,7.2,54,28|12|18|36,Action|Adventure|Drama|History,,
11000000,10575,5.186944,0,Heaven,6.8,74,18|53|10749|80,Drama|Thriller|Romance|Crime,"Heaven, Hell and Purgatory Collection",277739
0,47500,0.302487,0,Pipe Dream,6.5,2,35|10749,Comedy|Romance,,
0,15720,5.071803,0,The Man from Elysian Fields,5.9,14,18|10749,Drama|Romance,,
1200000,9260,3.031934,0,Welcome to Collinwood,6.2,50,35,Comedy,,
0,21828,2.076971,2415396,Flirting,6.4,22,18|10749,Drama|Romance,,
0,1682,2.967672,0,Mothra vs. Godzilla,6.4,38,14|878|28|12,Fantasy|Science Fiction|Action|Adventure,Godzilla (Showa) Collection,374509
150000,39462,1.334439,0,Godzilla's Revenge,4.4,18,14|878|10751,Fantasy|Science Fiction|Family,Godzilla (Showa) Collection,374509
650000,18983,8.07532,0,"Godzilla, King of the Monsters!",6.8,45,878|27,Science Fiction|Horror,Godzilla (Showa) Collection,374509
0,41971,0.928494,0,The Moderns,5.6,6,18|35,Drama|Comedy,,
0,33831,9.637341,0,The Onion Field,6.2,29,80|18,Crime|Drama,,
2500000,24348,2.726061,589244,Powaqqatsi,7.4,37,99|18|10402,Documentary|Drama|Music,Qatsi Collection,173344
0,19140,2.40977,0,The Pride of the Yankees,7.1,37,18|10751,Drama|Family,,
0,82545,0.370342,0,Texasville,5.2,9,18|10749,Drama|Romance,The Last Picture Show Collection,135509
33000000,37606,8.40852,1132112,Valmont,6.7,50,18|10749,Drama|Romance,,
0,34600,0.506874,0,Ernest Goes to Africa,3.5,8,35|10751,Comedy|Family,Ernest Collection,330555
0,39128,1.08121,0,Ernest In The Army,3.3,7,35|10751,Comedy|Family,Ernest Collection,330555
226188,11868,8.355326,0,Horror of Dracula,7.2,124,27,Horror,Dracula (Hammer Series),123724
0,12921,2.954184,0,Strange Brew,6.2,53,35,Comedy,,
0,19953,3.37816,0,The Incredible Mr. Limpet,6.4,38,16|35|10751|14|878,Animation|Comedy|Family|Fantasy|Science Fiction,,
130000,53049,0.59091,799674,Claire of the Moon,5.2,6,18|10749,Drama|Romance,,
0,10772,4.891638,17277,Django,7.1,156,28|37,Action|Western,Django - Original films,386818
0,77079,0.540326,0,Django Strikes Again,4.6,4,37,Western,Django - Original films,386818
0,74899,0.519465,0,The Fan,7.3,7,18|27|53,Drama|Horror|Thriller,,
0,120694,0.295987,299171,Festival in Cannes,0.0,0,18|35,Drama|Comedy,,
0,12719,2.115753,6488144,Flashback,6.6,24,28|35|80,Action|Comedy|Crime,,
0,25001,8.240643,0,Hanky Panky,6.0,13,9648|28|35|80,Mystery|Action|Comedy|Crime,,
0,43438,0.486514,0,The Rocking Horse Winner,5.9,4,18,Drama,,
0,3092,2.459915,0,Seance on a Wet Afternoon,7.0,29,53|18|80,Thriller|Drama|Crime,,
0,4989,0.674968,0,Shamus,7.6,5,9648|53,Mystery|Thriller,,
0,15313,0.664949,0,The Wrong Guy,7.6,10,28|35,Action|Comedy,,
0,12590,11.19785,605562,Below,6.0,122,53|27|9648,Thriller|Horror|Mystery,,
8000000,37964,3.142874,27362712,Brown Sugar,7.0,31,35|10749,Comedy|Romance,,
15000000,7501,6.557426,12000000,Knockaround Guys,5.9,99,80|53,Crime|Thriller,,
4000000,1809,6.781935,0,The Rules of Attraction,6.3,170,35|18|10749,Comedy|Drama|Romance,,
15000000,13768,5.951492,19158074,Tuck Everlasting,6.4,133,18|10751|14|10749|878,Drama|Family|Fantasy|Romance|Science Fiction,,
0,10994,13.75498,0,White Oleander,7.2,111,18,Drama,,
4000000,1430,11.393859,35564473,Bowling for Columbine,7.3,467,99,Documentary,,
0,19973,7.938629,2744253,Comedian,6.8,21,35|99,Comedy|Documentary,,
0,40815,2.264968,0,On Guard,6.5,38,18|12,Drama|Adventure,,
0,12600,7.072301,28023563,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,82,12|14|16|878|10751,Adventure|Fantasy|Animation|Science Fiction|Family,Pokémon Collection,34055
25000000,8051,6.753969,17000000,Punch-Drunk Love,6.9,542,35|18|10749,Comedy|Drama|Romance,,
0,70443,0.47396,0,Safe Conduct,5.4,5,10752|18|36,War|Drama|History,,
10000000,12779,3.492576,598645,Swept Away,4.8,52,35|10749,Comedy|Romance,,
0,146269,0.001677,0,The Young Unknowns,0.0,0,18,Drama,,
25000000,15992,3.485213,10719357,Abandon,4.6,45,18|9648|53,Drama|Mystery|Thriller,,
28,1613,6.368323,14,The 51st State,5.9,173,53|28|35|80,Thriller|Action|Comedy|Crime,,
48000000,565,13.740965,249348933,The Ring,6.5,1720,27|9648,Horror|Mystery,The Ring Collection,14563
7000000,14112,7.936578,2062066,Auto Focus,6.1,56,18|80,Drama|Crime,,
0,41324,0.702597,0,Fidel: The Untold Story,7.1,9,99,Documentary,,
0,15192,3.166163,0,The Grey Zone,6.3,49,18|10752,Drama|War,,
0,49872,2.186679,100477,Hansel & Gretel,5.9,12,35|10751|14,Comedy|Family|Fantasy,,
3000000,21925,2.850011,13308,Naqoyqatsi,6.1,37,99|18|10402|53,Documentary|Drama|Music|Thriller,Qatsi Collection,173344
0,30309,2.363243,0,Real Women Have Curves,5.9,20,35|18,Comedy|Drama,,
0,16646,8.815485,6723732,Russian Ark,7.2,102,9648|18|14|36,Mystery|Drama|Fantasy|History,,
0,37288,0.848101,0,Take Care of My Cat,7.2,12,18,Drama,,
0,20861,1.076999,0,Tully,6.4,6,18,Drama,,
48000000,12647,3.846331,0,Billy Bathgate,5.7,59,18|28|53|80,Drama|Action|Thriller|Crime,,
3700000,12477,0.010902,0,Grave of the Fireflies,8.2,974,16|18|10752,Animation|Drama|War,,
3000000,10285,9.223325,15938065,Jason Goes to Hell: The Final Friday,4.2,197,14|27|53,Fantasy|Horror|Thriller,Friday the 13th Collection,9735
0,19403,5.266983,0,The Mechanic,6.8,69,28|80|53,Action|Crime|Thriller,,
3500000,11009,13.657204,237113184,Saturday Night Fever,6.5,383,18|10402,Drama|Music,Saturday Night Fever Collection,288280
22000000,10805,4.860672,64892670,Staying Alive,4.7,93,18|28|10402|10749,Drama|Action|Music|Romance,Saturday Night Fever Collection,288280
0,40064,2.130583,0,To the Devil a Daughter,6.0,26,27,Horror,,
0,17496,4.566587,0,Urban Cowboy,5.7,61,18|10749,Drama|Romance,,
3500000,40969,3.43877,0,Terror Train,5.8,62,27|53,Horror|Thriller,,
0,76411,0.02158,0,Times Square,7.4,9,18|10402,Drama|Music,,
0,5917,1.95931,0,Tom Horn,6.9,26,28|18|37,Action|Drama|Western,,
0,31278,1.706648,0,The Pumaman,2.9,17,878|28,Science Fiction|Action,,
0,33670,1.987499,0,Up the Academy,6.1,8,35,Comedy,,
20000000,47942,2.284384,3763988,When Time Ran Out...,7.0,22,28|12|18|53,Action|Adventure|Drama|Thriller,,
0,33076,9.389486,14155617,Wholly Moses,4.9,10,35,Comedy,,
150000,44932,2.218273,0,Without Warning,5.4,26,27|878,Horror|Science Fiction,,
20000000,15668,3.782547,22471595,Xanadu,5.2,62,14|10402|10749,Fantasy|Music|Romance,,
0,30709,1.417079,0,...All the Marbles,7.3,7,28|35|18|10749,Action|Comedy|Drama|Romance,,
12000000,19429,3.21594,40716963,Absence of Malice,6.8,42,18|10749|53,Drama|Romance|Thriller,,
0,140413,0.708186,10000000,All Night Long,7.3,3,35|10749,Comedy|Romance,,
10000000,21294,1.701134,6892098,The Amateur,5.0,1,28|80|53,Action|Crime|Thriller,,
0,11340,6.100879,0,Banana Joe,6.4,82,28|35,Action|Comedy,,
0,42142,0.753306,0,Marianne and Juliane,6.9,7,,,,
18000000,11644,7.536295,12000000,Blow Out,7.3,243,18|9648|53,Drama|Mystery|Thriller,,
0,33721,0.235578,0,The Boogens,5.7,18,27,Horror,,
0,36133,1.566468,0,Buddy Buddy,6.2,16,35,Comedy,,
1500000,24124,8.942517,0,The Burning,6.2,90,27|53,Horror|Thriller,,
0,34697,1.514551,0,Butterfly,5.0,12,80|18,Crime|Drama,,
0,8691,2.767334,0,Cannibal Ferox,5.3,61,12|27,Adventure|Horror,,
0,53922,3.858572,9566593,Carbon Copy,5.8,12,35,Comedy,,
0,66592,1.128953,0,Charlie Chan and the Curse of the Dragon Queen,5.8,6,35|9648|53,Comedy|Mystery|Thriller,,
0,6399,5.928981,0,A Friend Is a Treasure,6.9,123,28|12|35,Action|Adventure|Comedy,,
0,25773,0.888234,0,The Chosen,7.3,6,18,Drama,,
0,19123,5.568624,0,Knock on Wood,7.1,86,35|80|12,Comedy|Crime|Adventure,,
0,26560,2.931013,15578237,Continental Divide,5.5,28,35|10749,Comedy|Romance,,
0,36220,0.837756,0,The Creature Wasn't Nice,4.8,8,35|27,Comedy|Horror,,
0,225,0.886249,0,Man of Iron,6.1,15,18|36,Drama|History,Man of Marble/Iron Collection,457305
3000000,24274,3.891243,216166,Dead & Buried,6.1,55,27|9648,Horror|Mystery,,
2500000,33016,3.175395,0,Deadly Blessing,5.0,32,27|9648|53,Horror|Mystery|Thriller,,
0,26444,5.674684,0,Death Hunt,6.1,34,28|18,Action|Drama,,
0,19114,5.786435,32492674,Endless Love,5.0,34,10749|18,Romance|Drama,,
0,17205,1.213727,0,Enter the Ninja,5.5,26,80|28|18,Crime|Action|Drama,Enter the Ninja Collection,373538
0,24740,6.302682,13277558,The Entity,6.3,111,27|9648|53,Horror|Mystery|Thriller,,
0,10863,9.698848,18000000,Eye of the Needle,6.4,49,28|18|10749|53,Action|Drama|Romance|Thriller,,
0,31679,1.316179,0,Eyewitness,5.9,25,28|9648|53,Action|Mystery|Thriller,,
0,15900,1.166911,0,Faces of Death II,3.3,15,27|99,Horror|Documentary,Faces of Death Collection,97237
0,12237,2.97789,0,Faces of Death,4.0,40,99|27,Documentary|Horror,Faces of Death Collection,97237
0,15901,0.867342,0,Faces of Death III,3.4,9,27|99,Horror|Documentary,Faces of Death Collection,97237
0,15902,0.778312,0,Faces of Death IV,3.9,6,27|99,Horror|Documentary,Faces of Death Collection,97237
0,15904,0.453391,0,Faces of Death VI,2.0,1,,,Faces of Death Collection,97237
0,97251,0.020448,0,Faces of Death: Fact or Fiction?,0.0,0,27|99,Horror|Documentary,Faces of Death Collection,97237
0,12579,9.373676,0,The Woman Next Door,7.0,32,10749|18,Romance|Drama,,
0,85058,0.384338,0,First Monday in October,7.7,3,35|18,Comedy|Drama,,
0,23668,1.433116,0,"Fort Apache, the Bronx",6.4,23,80|18,Crime|Drama,,
0,70971,0.337021,0,Four Friends,7.0,4,18|10749,Drama|Romance,,
0,25113,7.531501,0,The Four Seasons,6.3,16,35|18|10749,Comedy|Drama|Romance,,
700000,28893,3.853415,0,Galaxy of Terror,5.2,43,28|12|27|878,Action|Adventure|Horror|Science Fiction,,
3000000,11646,7.44658,11740000,Gallipoli,7.1,111,12|18|36|10752,Adventure|Drama|History|War,,
0,5062,2.445608,0,The Inquisitor,7.2,27,80|18|9648|53,Crime|Drama|Mystery|Thriller,,
0,24634,7.878735,0,Ghost Story,6.3,39,18|27|53,Drama|Horror|Thriller,,
0,75963,0.137095,0,Going Ape!,4.0,3,35,Comedy,,
300000,16124,1.023164,1400000,Goodbye Pork Pie,8.5,4,12|35,Adventure|Comedy,,
0,21764,3.018382,0,Gregory's Girl,7.0,43,35|10749,Comedy|Romance,,
0,22435,0.804917,0,Who Pulled the Plug?,5.4,12,35,Comedy,Göta kanal collection,169329
6500000,42149,2.12989,566736,The Hand,5.7,27,18|27|53,Drama|Horror|Thriller,,
0,37936,6.558858,0,Happy Birthday to Me,6.0,40,18|27|53|9648,Drama|Horror|Thriller|Mystery,,
10000000,73247,1.08281,2154696,Heartbeeps,3.8,6,35|10749|10751,Comedy|Romance|Family,,
0,38255,0.01575,0,Historien om Kim Skov,0.0,0,,,,
2000000,46364,1.794332,0,Inseminoid,3.6,22,10769|27|878|53,Foreign|Horror|Science Fiction|Thriller,,
0,27016,2.121307,0,"Ladies and Gentlemen, the Fabulous Stains",6.5,15,18|53|10402,Drama|Thriller|Music,,
0,35685,8.637148,0,Lady Chatterley's Lover,5.4,16,18|10749,Drama|Romance,,
18000000,38665,1.38292,2945600,The Legend of the Lone Ranger,3.7,14,28|12|10749|37,Action|Adventure|Romance|Western,,
0,265,2.525223,0,Lili Marleen,5.6,15,10752|18|10749,War|Drama|Romance,,
0,2264,1.900407,0,Lola,7.2,17,10749|18,Romance|Drama,The BRD Collection,295862
0,21874,1.457778,0,Looker,5.7,21,878|53,Science Fiction|Thriller,,
0,41394,1.02698,0,"The Looney, Looney, Looney Bugs Bunny Movie",6.6,13,16|35|10751,Animation|Comedy|Family,,
0,47957,1.812505,0,Madman,5.7,32,53|27,Thriller|Horror,,
0,31407,0.759427,0,Teddy Bear,7.8,12,35|10769,Comedy|Foreign,,
0,16471,5.619281,0,Modern Problems,5.5,24,35,Comedy,,
0,63443,2.258556,0,Modern Romance,6.7,14,35|10749,Comedy|Romance,,
62000,22171,8.201117,0,Ms .45,6.3,66,80|18|27|53,Crime|Drama|Horror|Thriller,,
2200000,39874,3.407098,0,My Bloody Valentine,6.4,76,53|27|9648,Thriller|Horror|Mystery,My Bloody Valentine Collection,264437
0,25468,3.875264,0,My Dinner with André,7.7,81,35|18,Comedy|Drama,,
8500000,19507,3.950775,29916207,Neighbors,5.2,33,35,Comedy,,
0,29072,0.0,0,Night of the Zombies,0.0,0,27,Horror,,
0,75596,0.837251,0,The Night the Lights Went Out in Georgia,6.4,6,18|10402,Drama|Music,,
0,42146,0.695628,0,Only When I Laugh,7.0,2,35|18,Comedy|Drama,,
22000000,17450,8.031761,9171289,Pennies from Heaven,6.3,25,18|10402|10749,Drama|Music|Romance,,
